random,greedy,offline,mcts_base,mcts_fixed_depth,combined
2040,2040,3440,9260,2700,2740
8840,18920,15800,14880,20560,20220
2780,4040,3800,11540,8000,6500
2280,1920,7640,13520,8320,10480
2620,3360,2840,5040,4520,9580
2080,2080,2400,17980,1680,4140
3560,5040,4300,11000,8780,8580
2420,4760,1800,4380,5720,2280
1720,10360,1320,5880,14720,4300
3000,7020,1920,4020,2380,1920
2540,2860,1600,4620,8000,4080
1800,4900,3020,4060,2520,7920
1720,3920,2900,19700,2980,9980
1680,3480,3200,8840,4540,15940
1680,2280,9040,7200,15680,7320
1920,5060,7360,3720,3000,10060
1560,4340,2860,5460,9780,3200
4160,2160,3800,13880,2280,3600
1920,2880,1680,8520,5460,3460
1880,2640,1920,4500,17160,7880
1680,2580,3240,14580,6020,12040
1920,4140,2160,5160,2140,2540
2620,1920,4060,4300,2900,10620
2300,2280,1680,2640,2760,2760
1920,4180,4300,3340,5400,8940
1680,12340,1800,1680,8280,1880
1440,7860,1320,3320,15460,6700
2280,4280,2380,3740,3280,2780
1320,4620,2160,5660,8940,2980
3340,2500,2540,5240,10280,3720
2300,3980,2640,14260,6360,7440
1680,2180,4360,3880,9160,3100
1320,3240,8600,1320,8260,3700
1200,2900,2040,3840,4080,22380
2140,2900,3340,2660,2760,3640
1200,2860,2500,11220,4100,26700
1800,8100,1440,2620,3580,12640
2140,7720,2640,1800,4940,2520
1800,3140,1560,9320,3240,3500
4180,5100,2920,5080,10980,6220
14460,8780,8460,12520,14720,11180
1920,2040,2520,4040,8940,8860
2760,3500,6880,3980,4580,2760
1920,4820,2820,5040,3780,4620
2740,2160,3460,3480,3380,3300
2040,1440,1680,3020,3240,2740
2040,3920,3060,3820,3000,7740
2840,4640,16380,16300,28020,22360
1440,2420,9540,25040,3400,11940
1200,2280,8820,6220,2160,10460
1560,2520,1800,9480,4560,2760
3260,3120,13260,26320,24860,21400
1680,1920,3360,17940,4540,12680
1560,2620,10040,3400,3340,10180
1480,3840,1800,13220,4760,2980
9580,13920,10640,9940,2780,7360
3000,4640,3660,4320,3460,12800
1320,4060,7680,22380,15400,18980
4580,3260,1440,2160,4100,2060
2760,3820,1920,5620,2520,1920
3380,6420,3120,3200,8980,11120
13940,7520,11320,9780,8020,9080
2040,2040,3020,3260,8060,5300
1920,2040,2780,3940,3700,5400
2040,3340,3020,11820,8960,2640
4560,1560,8480,3720,2420,4380
1920,4780,2620,11660,11520,15420
3860,3400,6080,3580,10700,15180
1680,1440,2520,3940,2280,4560
1680,4520,4040,3340,2740,2860
1680,2420,2380,9440,4460,14440
1800,3180,2120,4300,2160,5100
3340,3160,7200,35320,12840,9940
2320,8320,3100,4720,3740,9780
2620,4400,6000,4660,3020,3600
1440,5980,4060,4600,16540,3940
8080,6760,7560,19700,17640,10900
3360,1680,1720,2940,9140,9360
1680,1800,2500,4200,3840,2200
8180,3700,2160,8260,2860,4940
2040,4320,2440,3800,8920,9160
2180,3660,3860,4420,8820,8920
3700,8900,11820,19500,3020,3740
1560,2980,2540,10940,16900,6040
2380,2040,4620,7940,4400,2080
1320,3380,1800,6000,14200,6060
1920,2400,2700,1720,4000,3520
2280,3800,8280,25540,17000,10300
1200,4660,2260,4660,10120,8240
2700,5120,3960,6660,5820,4660
3460,1920,2800,1440,8620,5160
2480,1920,2080,19100,8300,12440
2520,4180,1800,2160,12460,3060
2960,1680,2700,6800,8340,2260
6920,2800,2620,6500,2540,2900
2740,2400,2660,9300,3560,4080
1840,8100,9040,14560,4300,9580
1320,9220,1560,5500,4980,2280
2300,1800,2680,8320,11480,4020
7600,2280,3240,2960,9420,7440
1920,2960,3360,7960,6800,9320
6360,2160,2280,5440,26360,6400
1560,8480,14760,9580,20240,7840
3820,2860,1680,2500,2160,2620
1680,9400,13340,1680,30980,3240
2280,4280,1560,14140,2040,15460
1560,15060,5940,5560,7360,8120
2400,2280,23440,9800,16200,4100
1560,2280,1560,2520,4860,2280
4840,5740,3020,14960,6060,3280
1800,2320,2400,1720,2520,3660
1800,2520,2280,5480,3380,3700
1960,7060,2800,2700,1560,9080
1320,2040,4460,8360,3840,3380
1560,5080,14460,1840,3940,8040
1720,2040,3080,2520,5720,5120
2140,1440,1800,1920,13160,8920
1560,3020,3420,6660,3880,4860
3040,3360,8500,14360,8560,16000
7700,3600,5480,3340,4500,2740
1960,3240,2300,3700,2740,4260
1440,2160,3340,5780,3000,2280
1440,10640,4200,3980,18760,5660
2040,1920,11800,6520,8800,4780
1680,2740,2040,7000,2040,1680
1320,1960,1440,3720,9100,15080
1680,2160,1800,3940,2400,2860
8680,9880,3320,8220,10440,5900
1940,2580,15200,4260,5600,3200
2860,3460,3580,18880,5420,3900
3380,7600,10840,5740,24180,6180
1200,5840,3220,4760,3260,3320
2980,2040,2380,2860,2780,14740
2740,4600,2140,4660,3340,2860
1560,2160,2560,15380,3140,4720
1560,3560,3260,5740,7800,3540
4000,2980,4060,11400,3660,5140
1680,5100,5580,10620,7220,3280
2640,1920,3460,2280,4540,2540
2680,4520,2920,2800,8620,2440
2500,2400,3600,4060,2960,12860
2040,2040,14880,3640,19320,6260
1560,3380,3760,9360,7380,2320
1560,4460,8320,14880,7840,8420
1560,1560,1560,1680,3140,7280
1560,4220,1200,10880,3600,2740
1440,3720,4660,6040,4240,3520
1440,5040,5960,3100,9800,7820
1560,4420,1680,14280,3600,3260
2860,2660,4780,14500,22300,6060
1680,4040,1560,9040,3980,4340
1600,2640,1560,3720,7800,4860
1560,2400,2280,5340,13780,2840
3120,7920,2880,4980,4620,9900
1480,2280,1680,8860,3860,14760
3360,3240,13440,16840,5000,8100
1600,4260,1600,3480,4980,5420
2160,7640,2780,5620,3320,3440
7660,2980,12800,10000,15720,7660
1320,1560,1680,20920,9520,7980
2520,3920,2260,14160,10980,15540
2500,6340,3440,2860,6720,2740
2620,1680,2260,8240,9000,13840
1560,2540,2540,5160,13080,9380
1920,7720,1440,4660,1800,3800
1800,1800,3040,2920,8980,15660
1560,2740,4800,2640,2280,2160
1720,2280,2020,11380,6260,2200
9420,3280,2540,4300,8440,4740
2500,5920,1920,9320,2900,3520
1360,1480,4300,9100,2560,4680
1320,2880,2300,3380,4960,10060
1560,3620,2780,4120,10400,2720
3120,3440,6760,12100,2740,9280
5720,2520,7780,3760,7260,20600
1920,8260,4340,7800,9020,13800
1800,3440,1320,12660,17680,5000
2560,4220,3360,4880,14040,7440
1800,1560,1560,3320,11720,10500
4040,4580,3200,12820,3660,8240
2500,2380,3060,10840,15380,6400
1560,2500,1920,4780,4280,3900
1920,3680,9200,15420,6360,4260
1560,2040,8360,11180,3820,3560
1320,8880,8160,2920,9820,3920
3400,2560,1680,12920,5440,6140
2060,3460,3160,16920,10380,6140
2620,6720,2640,9720,3780,8520
3200,4440,4480,5960,6680,7320
1560,2900,1800,3440,2820,7360
2400,3320,3320,11600,10180,17560
3480,3940,3560,8740,5900,4420
1560,2040,4020,11240,9500,8060
3800,18100,2260,3200,5160,5120
1800,6480,7120,3940,16360,3280
2520,2640,2160,7680,5040,18480
2620,10520,2380,2820,10220,3340
1560,1560,9620,6660,4060,3280
1800,3320,8260,8340,24040,13340
3120,3120,10700,7460,2440,5780
1440,1920,2500,6100,8360,2360
2900,2400,1600,9940,3760,4340
1920,2400,2040,3520,5240,1920
1680,3380,2180,11600,3520,8080
1920,3100,10800,9300,1360,3100
1600,2400,8540,17640,2520,6860
2280,3740,1920,5640,4360,18720
1200,13180,3600,3760,4800,3640
1600,3100,4380,1920,5780,15040
2640,3520,6880,14640,11660,15520
1440,3380,2040,7360,8940,6100
1680,2520,1680,4940,1800,2520
4340,3220,1560,8720,5600,9540
2040,5220,1680,8060,8340,4820
1920,3500,2400,2320,6020,31120
1680,2660,3000,9680,2300,6460
2040,2760,2280,5160,6100,2780
1680,10400,3340,2780,8640,13640
5720,1920,2040,5200,2960,5440
1320,2740,6280,9240,5800,2800
2760,5580,8240,8860,5260,3340
3940,10160,13480,16560,8920,10460
1440,2640,7180,3740,3100,3520
1560,2640,7940,5720,6200,7520
1800,4700,3140,4960,5980,6540
1680,3220,1920,2740,9200,9440
2420,3820,17240,16200,8600,13240
2020,2040,2400,7960,5220,4120
2400,3800,12440,2640,10260,2400
1680,2640,1680,7700,4340,4800
2040,2620,2540,15180,4940,4320
1320,6620,4680,3140,14000,8420
2500,5180,2600,8180,5580,4980
1560,2160,4280,4760,4480,2980
2900,10180,4140,10280,9800,14720
2040,3500,3260,4980,5720,5500
1440,1680,5320,5940,4180,7160
1560,4920,2260,1800,2420,8900
1440,3460,4500,7280,19220,14160
2740,4120,8820,9800,6640,12820
1440,3840,8800,7420,6840,9800
1800,3520,2760,3900,2180,5560
2520,3320,2400,3360,4040,4900
3000,6880,4820,4580,4420,8580
1800,1800,2420,6140,11200,5400
3280,4820,2280,5440,3580,4540
1440,2620,1560,2900,3800,3840
1960,8160,7400,10740,6760,9600
3580,8140,3400,5340,5360,5120
2280,3720,6760,11520,11000,7440
1320,5960,3240,4240,4540,7840
3560,2320,2780,6640,9240,18740
1920,2820,14640,3720,3600,8520
2180,4540,3440,10240,4060,6200
1680,1920,3340,2660,3220,3720
7860,8240,8620,7360,15820,8460
2080,3400,1440,4760,3920,6140
2420,2900,4060,16880,8240,28400
1680,5780,1680,13380,17240,4020
1560,4160,4480,4080,4200,10280
1800,2620,5580,6120,11380,3800
7480,9540,5040,2640,3100,2160
1560,2880,8940,7580,16040,7720
1880,5620,3780,5160,3940,19380
1680,7260,2620,15880,8380,6840
1440,3220,1560,4640,9000,6300
2160,2160,2160,8540,1800,5000
1320,5920,2740,9180,3360,4580
2280,1440,2300,17440,10200,2900
1320,2640,4180,27040,7960,3860
2080,4420,2180,4220,1800,10840
1560,2040,1440,11200,9120,1940
1880,3340,2740,3760,3800,3500
1560,1920,2040,7720,6100,4620
1800,4900,1440,5120,9780,8240
1880,1720,1680,2900,18140,4920
1440,3840,4280,2380,3260,4720
2160,2660,2500,8620,2720,1840
3280,2900,6240,4320,1920,4440
1800,2040,3000,17520,5520,5940
6840,4060,2040,2540,16920,5960
2860,3220,5520,6760,9460,6760
1680,2520,5000,4380,1920,9620
1440,2280,3080,8120,3280,1920
3980,2460,2580,13160,16720,14120
2520,4060,13440,4660,15400,9220
1560,2160,2400,10520,2160,4080
1360,2160,6180,10320,4940,6460
2180,2280,1560,14400,22140,10060
1560,2280,3580,6400,2640,3840
2020,2860,1440,1440,15320,4320
2180,3860,3580,2740,2780,4940
3360,3860,13860,25660,10120,11900
1440,4140,4820,10640,4180,5060
1440,3240,2540,3740,19100,4960
2420,8940,7960,22740,15100,14380
1240,8160,2160,23420,10340,16620
1560,9460,2160,4200,6840,3460
1960,3100,1680,5220,2160,9940
1560,4000,5640,4220,6240,4300
1680,1720,1680,10580,3700,3800
2400,2760,1680,8140,6200,4820
1200,1440,1600,3800,2900,2620
1920,2160,1440,7840,4900,5640
1560,1680,2980,3860,2300,3820
3020,2560,6360,10360,3800,4920
1800,3220,2700,6500,10640,9980
1800,1560,1440,8960,1840,8460
2660,4400,3280,5160,4720,5380
3080,3280,3480,16120,4280,15480
1680,3680,1920,4920,4040,2520
2640,3000,2680,3880,2520,5680
1440,4980,8020,7560,9580,13860
1680,3100,2320,14120,4620,1560
1680,1920,10080,5200,2740,3600
1720,4060,2380,2420,3720,8100
2900,1940,2300,2460,8360,2060
2740,3440,2260,3360,20360,2620
1200,4000,4380,1960,3720,8080
2040,1920,2260,5320,5360,5300
2540,2780,1720,3200,2380,6080
2880,2420,2620,14360,9620,7320
1800,2400,4200,6560,5040,3500
2660,3120,3400,3440,3100,10580
2260,3380,2860,2860,3480,3420
2380,3140,8180,5340,3480,4460
1320,2760,3880,12000,3460,4180
1560,4860,3700,6380,6680,6920
1560,2040,2280,6160,4440,11640
1920,5740,3320,5080,3860,4060
2780,2080,1680,10020,5300,3680
1920,2880,8640,16580,4420,6640
2260,8380,4580,10660,4800,3400
1680,2720,2260,9940,5120,11960
3000,1680,2980,3800,2160,4060
7660,8740,10740,29780,24100,19080
1800,1920,2740,9320,3920,10620
3000,8140,3220,5680,6260,4020
3340,2640,7440,9940,5020,13600
2920,7440,5120,4520,8980,4560
1480,1560,2540,6940,5900,10020
3240,4320,3760,5280,8280,9480
2600,6400,1560,10600,5540,2880
1200,2860,1680,14720,4400,2160
2400,14920,2620,3140,4600,7760
2280,3040,1440,4000,2780,15460
2160,2640,3200,3900,11780,7900
2040,1440,7920,7940,8140,8420
2280,5000,3380,3840,2800,3560
3080,2380,1200,4300,4200,5060
3260,3820,4380,11740,3780,5700
1320,3660,2140,2740,4540,8020
2640,2160,3660,9880,2900,8900
1360,2040,4740,5040,4800,10920
2280,3400,4620,8360,5260,4300
1680,1720,7000,5360,3320,5060
1560,3740,2260,11440,5820,5580
2160,1800,7560,2400,8700,8800
1800,3300,3600,5080,2280,10660
1800,2740,2700,3360,5200,1680
1800,2880,3020,9280,6760,5160
1940,3240,3080,9980,2860,2320
1800,2880,6400,1800,4820,3820
1680,4760,2980,7760,2260,15180
2660,1880,1680,8160,3100,19120
2340,1440,3580,3440,7180,3720
1560,2160,1920,2500,4520,8940
2160,2280,2280,5680,4060,8140
1960,3060,1960,3720,3360,5240
2400,2920,3280,3160,9920,3160
2040,4620,9320,5220,4260,2640
1400,2740,2420,4940,2560,2280
2520,4000,2400,10020,2880,5480
4780,3340,4680,6160,9840,5120
1680,8960,2740,10580,2400,3380
1320,6560,9340,8920,14180,7640
9400,9420,9300,10540,11600,15240
1440,2860,4060,2960,6060,8920
1800,2480,3440,3020,9280,3440
1560,2980,2740,9840,3800,4520
1920,2360,1800,7440,4640,9480
1200,4080,4960,5300,5540,3200
3320,1800,18980,2880,9400,9660
8680,2380,2520,3520,16680,9440
2080,2760,8440,6880,10400,8300
1440,1560,2320,1920,7680,3900
1920,4020,1440,8000,5500,5180
3460,6080,7700,8260,12040,4420
2260,3500,5300,3100,4980,6860
1920,2400,3400,11700,3000,10440
1440,1720,1320,5020,3000,3920
1680,2640,3720,8560,10040,2680
1840,1680,2040,26460,3440,5060
1680,2860,2280,4520,3120,8680
1800,3580,2860,7720,2740,12520
1680,2040,3480,3120,2900,9460
2160,1560,3600,5620,8080,2880
1320,2680,2780,1440,7320,1680
1440,3100,1560,8880,8000,9140
1200,3640,2160,10520,13320,15460
2260,2540,8960,2040,13980,4320
7900,2520,8400,13540,9460,15640
4680,2660,1800,14500,4440,7600
7440,2980,20820,2160,1560,4320
1680,4040,8080,15060,3720,4660
2040,1440,9860,3140,4620,5860
2680,1800,5220,11400,9760,5060
3780,8320,5440,9900,7380,7500
2660,3100,2040,9580,5300,12280
1800,3840,1800,7680,4420,3360
1440,1680,3940,2880,7940,3520
1720,2440,10580,13280,5120,4860
2040,3120,2280,10540,7720,3760
1800,3640,4080,4380,12720,12820
2500,9900,6840,16320,5840,3980
1440,1800,9080,3080,2740,3120
1800,4400,4840,4060,3980,3360
1320,1440,3240,7360,15820,1800
1800,2520,1920,2160,8820,14340
1320,4200,2060,5180,4080,5260
1920,6260,5260,5680,4760,5940
1720,4660,6960,2920,5480,2860
2660,2980,9260,12980,2980,13420
1560,1560,7200,3760,4800,3740
1240,2660,2780,9680,3980,8840
7080,3320,7860,9980,25860,10140
7400,17500,7560,16320,20280,21360
1800,2280,6920,6920,4380,5280
2500,3840,3700,4100,2740,5400
3640,4720,3840,5480,17580,10120
1320,2660,1560,13720,3800,5100
1320,2740,1800,8060,14860,8620
1680,3320,7200,19740,4220,7920
11440,1680,1600,5420,4280,7840
1200,3140,2860,8800,8440,18760
1920,2280,1800,2860,4280,7800
2080,1600,3080,12480,2780,1800
1680,3940,5020,9580,13080,8020
7920,2520,2040,2900,5900,4200
